subject,gender,age,education,income,dummyconf,dummyxprob,dummyyprob,trialn,vignette,conf,xprob,yprob
7m6n35yz2du,man,53,8,<20k,3,90,10,9,G11,3,50,50
7m6n35yz2du,man,53,8,<20k,3,90,10,10,L2,2,70,30
k7c535yz7bj,man,37,15,60to80k,3,15,85,1,G5,3,50,50
k7c535yz7bj,man,37,15,60to80k,3,15,85,2,L2,3,50,50
k7c535yz7bj,man,37,15,60to80k,3,15,85,3,L11,3,80,20
k7c535yz7bj,man,37,15,60to80k,3,15,85,4,L10,3,10,90
k7c535yz7bj,man,37,15,60to80k,3,15,85,5,G1,4,50,50
k7c535yz7bj,man,37,15,60to80k,3,15,85,6,G9,3,75,25
k7c535yz7bj,man,37,15,60to80k,3,15,85,7,G2,3,50,50
k7c535yz7bj,man,37,15,60to80k,3,15,85,8,G11,3,100,0
k7c535yz7bj,man,37,15,60to80k,3,15,85,9,L1,4,100,0
k7c535yz7bj,man,37,15,60to80k,3,15,85,10,L5,4,90,10
4zum35yz299,man,39,16,20to40k,2,75,25,1,G2,2,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,2,L1,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,3,G11,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,4,L5,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,5,G9,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,6,L11,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,7,G1,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,8,L10,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,9,L2,0,50,50
4zum35yz299,man,39,16,20to40k,2,75,25,10,G5,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,1,L1,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,2,G9,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,3,L5,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,4,G11,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,5,G2,1,65,35
053e35yzfpv,woman,31,18,60to80k,3,95,5,6,L11,1,60,40
053e35yzfpv,woman,31,18,60to80k,3,95,5,7,G1,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,8,L10,0,10,90
053e35yzfpv,woman,31,18,60to80k,3,95,5,9,G5,0,50,50
053e35yzfpv,woman,31,18,60to80k,3,95,5,10,L2,3,10,90
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,1,L1,0,50,50
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,2,L5,2,80,20
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,3,L2,2,30,70
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,4,G9,2,50,50
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,5,L10,0,50,50
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,6,G11,3,50,50
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,7,L11,1,60,40
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,8,G5,0,50,50
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,9,G2,3,30,70
y5uv35yzw6e,woman,36,17,40to60K,4,95,5,10,G1,1,50,50
uecp35yz5fb,woman,51,2,20to40k,3,85,15,1,L11,1,30,70
uecp35yz5fb,woman,51,2,20to40k,3,85,15,2,G11,2,50,50
uecp35yz5fb,woman,51,2,20to40k,3,85,15,3,L5,3,95,5
uecp35yz5fb,woman,51,2,20to40k,3,85,15,4,L1,0,60,40
uecp35yz5fb,woman,51,2,20to40k,3,85,15,5,L10,4,1,99
uecp35yz5fb,woman,51,2,20to40k,3,85,15,6,G2,3,10,90
uecp35yz5fb,woman,51,2,20to40k,3,85,15,7,G5,2,1,99
uecp35yz5fb,woman,51,2,20to40k,3,85,15,8,G9,1,10,90
uecp35yz5fb,woman,51,2,20to40k,3,85,15,9,G1,1,45,55
uecp35yz5fb,woman,51,2,20to40k,3,85,15,10,L2,4,1,99
cect35yzrk3,man,39,15,60to80k,3,85,15,1,G2,2,40,60
cect35yzrk3,man,39,15,60to80k,3,85,15,2,L5,3,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,3,L1,4,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,4,G11,4,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,5,L2,2,35,65
cect35yzrk3,man,39,15,60to80k,3,85,15,6,L10,3,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,7,G1,3,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,8,G9,3,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,9,G5,4,50,50
cect35yzrk3,man,39,15,60to80k,3,85,15,10,L11,2,65,35
9j2135yzy9s,man,44,16,60to80k,3,77,23,1,L1,0,25,75
9j2135yzy9s,man,44,16,60to80k,3,77,23,2,G5,3,50,50
9j2135yzy9s,man,44,16,60to80k,3,77,23,3,G11,2,50,50
9j2135yzy9s,man,44,16,60to80k,3,77,23,4,L2,2,30,70
9j2135yzy9s,man,44,16,60to80k,3,77,23,5,G9,2,50,50
9j2135yzy9s,man,44,16,60to80k,3,77,23,6,L5,2,50,50
9j2135yzy9s,man,44,16,60to80k,3,77,23,7,G1,0,25,75
9j2135yzy9s,man,44,16,60to80k,3,77,23,8,L10,0,29,71
9j2135yzy9s,man,44,16,60to80k,3,77,23,9,L11,0,38,62
9j2135yzy9s,man,44,16,60to80k,3,77,23,10,G2,2,39,61
piv335yz6mz,man,33,18,>100k,1,83,17,1,L2,0,50,50
piv335yz6mz,man,33,18,>100k,1,83,17,2,L11,0,49,51
piv335yz6mz,man,33,18,>100k,1,83,17,3,L1,0,50,50
piv335yz6mz,man,33,18,>100k,1,83,17,4,L5,0,49,51
piv335yz6mz,man,33,18,>100k,1,83,17,5,G11,0,50,50
piv335yz6mz,man,33,18,>100k,1,83,17,6,G2,0,43,57
piv335yz6mz,man,33,18,>100k,1,83,17,7,G1,0,50,50
piv335yz6mz,man,33,18,>100k,1,83,17,8,L10,0,50,50
piv335yz6mz,man,33,18,>100k,1,83,17,9,G9,0,49,51
piv335yz6mz,man,33,18,>100k,1,83,17,10,G5,0,51,49
3xm135yzzea,man,37,16,60to80k,2,68,32,1,L1,1,33,67
3xm135yzzea,man,37,16,60to80k,2,68,32,2,G5,0,50,50
3xm135yzzea,man,37,16,60to80k,2,68,32,3,L10,2,10,90
3xm135yzzea,man,37,16,60to80k,2,68,32,4,L2,3,92,8
3xm135yzzea,man,37,16,60to80k,2,68,32,5,G11,2,51,49
3xm135yzzea,man,37,16,60to80k,2,68,32,6,G9,3,51,49
3xm135yzzea,man,37,16,60to80k,2,68,32,7,L11,2,17,83
3xm135yzzea,man,37,16,60to80k,2,68,32,8,G1,2,8,92
3xm135yzzea,man,37,16,60to80k,2,68,32,9,L5,3,50,50
3xm135yzzea,man,37,16,60to80k,2,68,32,10,G2,2,18,82
4j0835yz8d5,man,28,16,20to40k,3,90,10,1,G5,2,50,50
4j0835yz8d5,man,28,16,20to40k,3,90,10,2,G1,2,1,99
4j0835yz8d5,man,28,16,20to40k,3,90,10,3,L10,0,50,50
4j0835yz8d5,man,28,16,20to40k,3,90,10,4,L2,1,35,65
4j0835yz8d5,man,28,16,20to40k,3,90,10,5,L11,1,30,70
4j0835yz8d5,man,28,16,20to40k,3,90,10,6,L1,1,10,90
4j0835yz8d5,man,28,16,20to40k,3,90,10,7,G11,0,50,50
4j0835yz8d5,man,28,16,20to40k,3,90,10,8,L5,0,50,50
4j0835yz8d5,man,28,16,20to40k,3,90,10,9,G9,0,50,50
4j0835yz8d5,man,28,16,20to40k,3,90,10,10,G2,2,20,80
90gg35yzmd5,woman,28,16,60to80k,3,85,15,1,L5,2,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,2,L11,2,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,3,G2,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,4,L1,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,5,G11,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,6,G9,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,7,L2,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,8,G1,3,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,9,L10,2,50,50
90gg35yzmd5,woman,28,16,60to80k,3,85,15,10,G5,3,50,50
zykq35yze99,man,31,18,80to100k,3,95,5,1,L5,0,50,50
zykq35yze99,man,31,18,80to100k,3,95,5,2,G11,3,50,50
zykq35yze99,man,31,18,80to100k,3,95,5,3,L2,1,45,55
zykq35yze99,man,31,18,80to100k,3,95,5,4,L1,0,25,75
zykq35yze99,man,31,18,80to100k,3,95,5,5,G9,3,50,50
zykq35yze99,man,31,18,80to100k,3,95,5,6,L10,0,40,60
zykq35yze99,man,31,18,80to100k,3,95,5,7,L11,1,35,65
zykq35yze99,man,31,18,80to100k,3,95,5,8,G2,3,10,90
zykq35yze99,man,31,18,80to100k,3,95,5,9,G1,3,10,90
zykq35yze99,man,31,18,80to100k,3,95,5,10,G5,3,50,50
3faz35yzun7,woman,28,16,80to100k,4,16,84,1,G11,1,49,51
3faz35yzun7,woman,28,16,80to100k,4,16,84,2,G2,3,50,50
3faz35yzun7,woman,28,16,80to100k,4,16,84,3,L5,4,50,50
3faz35yzun7,woman,28,16,80to100k,4,16,84,4,G1,2,26,74
3faz35yzun7,woman,28,16,80to100k,4,16,84,5,L10,3,50,50
3faz35yzun7,woman,28,16,80to100k,4,16,84,6,G9,1,51,49
3faz35yzun7,woman,28,16,80to100k,4,16,84,7,L11,3,39,61
3faz35yzun7,woman,28,16,80to100k,4,16,84,8,L2,3,68,32
3faz35yzun7,woman,28,16,80to100k,4,16,84,9,G5,3,50,50
3faz35yzun7,woman,28,16,80to100k,4,16,84,10,L1,0,49,51
i4h135yzm3w,man,56,12,20to40k,3,70,30,1,G2,2,31,69
i4h135yzm3w,man,56,12,20to40k,3,70,30,2,L1,1,50,50
i4h135yzm3w,man,56,12,20to40k,3,70,30,3,L5,3,66,34
i4h135yzm3w,man,56,12,20to40k,3,70,30,4,G11,3,50,50
i4h135yzm3w,man,56,12,20to40k,3,70,30,5,L11,2,20,80
i4h135yzm3w,man,56,12,20to40k,3,70,30,6,L2,2,70,30
i4h135yzm3w,man,56,12,20to40k,3,70,30,7,G1,1,50,50
i4h135yzm3w,man,56,12,20to40k,3,70,30,8,L10,2,10,90
i4h135yzm3w,man,56,12,20to40k,3,70,30,9,G5,3,50,50
i4h135yzm3w,man,56,12,20to40k,3,70,30,10,G9,0,25,75
whng35yzdzl,woman,32,18,80to100k,4,94,6,1,L10,0,48,52
whng35yzdzl,woman,32,18,80to100k,4,94,6,2,G11,0,50,50
whng35yzdzl,woman,32,18,80to100k,4,94,6,3,L5,0,50,50
whng35yzdzl,woman,32,18,80to100k,4,94,6,4,G1,0,15,85
whng35yzdzl,woman,32,18,80to100k,4,94,6,5,L11,0,66,34
whng35yzdzl,woman,32,18,80to100k,4,94,6,6,G2,0,57,43
whng35yzdzl,woman,32,18,80to100k,4,94,6,7,G5,0,50,50
whng35yzdzl,woman,32,18,80to100k,4,94,6,8,L1,0,20,80
whng35yzdzl,woman,32,18,80to100k,4,94,6,9,G9,0,50,50
whng35yzdzl,woman,32,18,80to100k,4,94,6,10,L2,0,40,60
3web35yz8yx,man,35,12,na,4,80,20,1,L5,4,50,50
3web35yz8yx,man,35,12,na,4,80,20,2,G2,4,50,50
3web35yz8yx,man,35,12,na,4,80,20,3,L10,4,50,50
3web35yz8yx,man,35,12,na,4,80,20,4,G9,4,50,50
3web35yz8yx,man,35,12,na,4,80,20,5,G5,3,50,50
3web35yz8yx,man,35,12,na,4,80,20,6,G1,3,50,50
3web35yz8yx,man,35,12,na,4,80,20,7,L11,3,50,50
3web35yz8yx,man,35,12,na,4,80,20,8,L2,3,55,45
3web35yz8yx,man,35,12,na,4,80,20,9,G11,3,50,50
3web35yz8yx,man,35,12,na,4,80,20,10,L1,3,50,50
93k135yzlaf,woman,55,14,40to60K,3,90,10,1,L11,4,57,43
93k135yzlaf,woman,55,14,40to60K,3,90,10,2,G2,3,50,50
93k135yzlaf,woman,55,14,40to60K,3,90,10,3,G11,4,55,45
93k135yzlaf,woman,55,14,40to60K,3,90,10,4,G5,2,35,65
93k135yzlaf,woman,55,14,40to60K,3,90,10,5,L1,1,42,58
93k135yzlaf,woman,55,14,40to60K,3,90,10,6,L10,3,55,45
93k135yzlaf,woman,55,14,40to60K,3,90,10,7,G9,3,54,46
93k135yzlaf,woman,55,14,40to60K,3,90,10,8,L2,3,61,39
93k135yzlaf,woman,55,14,40to60K,3,90,10,9,L5,3,59,41
93k135yzlaf,woman,55,14,40to60K,3,90,10,10,G1,2,33,67
q76535yzwtf,woman,53,16,60to80k,3,99,1,1,L2,2,50,50
q76535yzwtf,woman,53,16,60to80k,3,99,1,2,L5,2,70,30
q76535yzwtf,woman,53,16,60to80k,3,99,1,3,G9,3,50,50
q76535yzwtf,woman,53,16,60to80k,3,99,1,4,G11,3,50,50
q76535yzwtf,woman,53,16,60to80k,3,99,1,5,L10,3,20,80
q76535yzwtf,woman,53,16,60to80k,3,99,1,6,G1,2,5,95
q76535yzwtf,woman,53,16,60to80k,3,99,1,7,G5,2,70,30
q76535yzwtf,woman,53,16,60to80k,3,99,1,8,G2,3,10,90
q76535yzwtf,woman,53,16,60to80k,3,99,1,9,L11,2,60,40
q76535yzwtf,woman,53,16,60to80k,3,99,1,10,L1,2,1,99
47ks35yzy98,woman,43,16,40to60K,4,93,7,1,G9,2,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,2,G2,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,3,G5,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,4,G1,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,5,L11,0,26,74
47ks35yzy98,woman,43,16,40to60K,4,93,7,6,L2,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,7,L5,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,8,G11,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,9,L1,0,50,50
47ks35yzy98,woman,43,16,40to60K,4,93,7,10,L10,0,40,60
33ip35yzrhv,woman,31,16,20to40k,4,95,5,1,L5,3,80,20
33ip35yzrhv,woman,31,16,20to40k,4,95,5,2,L10,3,48,52
33ip35yzrhv,woman,31,16,20to40k,4,95,5,3,L1,4,50,50
33ip35yzrhv,woman,31,16,20to40k,4,95,5,4,L2,2,21,79
33ip35yzrhv,woman,31,16,20to40k,4,95,5,5,L11,3,74,26
33ip35yzrhv,woman,31,16,20to40k,4,95,5,6,G9,2,67,33
33ip35yzrhv,woman,31,16,20to40k,4,95,5,7,G11,2,0,100
33ip35yzrhv,woman,31,16,20to40k,4,95,5,8,G5,2,0,100
33ip35yzrhv,woman,31,16,20to40k,4,95,5,9,G2,2,28,72
33ip35yzrhv,woman,31,16,20to40k,4,95,5,10,G1,4,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,1,L11,1,51,49
lqhw35yzxuv,man,47,16,>100k,4,100,0,2,L1,3,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,3,L10,3,10,90
lqhw35yzxuv,man,47,16,>100k,4,100,0,4,L5,4,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,5,L2,4,100,0
lqhw35yzxuv,man,47,16,>100k,4,100,0,6,G1,3,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,7,G9,3,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,8,G11,4,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,9,G5,4,50,50
lqhw35yzxuv,man,47,16,>100k,4,100,0,10,G2,4,85,15
630i35yzrct,man,42,14,40to60K,3,4,96,1,L5,2,61,39
630i35yzrct,man,42,14,40to60K,3,4,96,2,L2,2,33,67
630i35yzrct,man,42,14,40to60K,3,4,96,3,L1,2,50,50
630i35yzrct,man,42,14,40to60K,3,4,96,4,L10,1,39,61
630i35yzrct,man,42,14,40to60K,3,4,96,5,G11,1,51,49
630i35yzrct,man,42,14,40to60K,3,4,96,6,G2,2,34,66
630i35yzrct,man,42,14,40to60K,3,4,96,7,G1,2,50,50
630i35yzrct,man,42,14,40to60K,3,4,96,8,G5,2,49,51
630i35yzrct,man,42,14,40to60K,3,4,96,9,G9,2,49,51
630i35yzrct,man,42,14,40to60K,3,4,96,10,L11,1,44,56
m74135yzeh7,man,31,15,20to40k,3,80,20,1,L2,4,50,50
m74135yzeh7,man,31,15,20to40k,3,80,20,2,L5,3,65,35
m74135yzeh7,man,31,15,20to40k,3,80,20,3,L11,3,80,20
m74135yzeh7,man,31,15,20to40k,3,80,20,4,G1,3,1,99
m74135yzeh7,man,31,15,20to40k,3,80,20,5,G9,2,50,50
m74135yzeh7,man,31,15,20to40k,3,80,20,6,L10,3,50,50
m74135yzeh7,man,31,15,20to40k,3,80,20,7,G2,4,50,50
m74135yzeh7,man,31,15,20to40k,3,80,20,8,G11,3,50,50
m74135yzeh7,man,31,15,20to40k,3,80,20,9,G5,2,65,35
m74135yzeh7,man,31,15,20to40k,3,80,20,10,L1,3,50,50
5sue35yzsmh,man,37,12,20to40k,4,85,15,1,G2,3,30,70
5sue35yzsmh,man,37,12,20to40k,4,85,15,2,L11,2,60,40
5sue35yzsmh,man,37,12,20to40k,4,85,15,3,L5,3,50,50
5sue35yzsmh,man,37,12,20to40k,4,85,15,4,G1,0,40,60
5sue35yzsmh,man,37,12,20to40k,4,85,15,5,G11,3,50,50
5sue35yzsmh,man,37,12,20to40k,4,85,15,6,L2,4,10,90
5sue35yzsmh,man,37,12,20to40k,4,85,15,7,G5,3,50,50
5sue35yzsmh,man,37,12,20to40k,4,85,15,8,G9,4,50,50
5sue35yzsmh,man,37,12,20to40k,4,85,15,9,L10,2,5,95
5sue35yzsmh,man,37,12,20to40k,4,85,15,10,L1,0,60,40
5lig35yzazu,man,24,12,20to40k,4,90,10,1,L2,3,26,74
5lig35yzazu,man,24,12,20to40k,4,90,10,2,L10,4,1,99
5lig35yzazu,man,24,12,20to40k,4,90,10,3,L5,3,66,34
5lig35yzazu,man,24,12,20to40k,4,90,10,4,G1,4,19,81
5lig35yzazu,man,24,12,20to40k,4,90,10,5,G11,3,50,50
5lig35yzazu,man,24,12,20to40k,4,90,10,6,G9,3,70,30
5lig35yzazu,man,24,12,20to40k,4,90,10,7,G5,3,47,53
5lig35yzazu,man,24,12,20to40k,4,90,10,8,L1,3,19,81
5lig35yzazu,man,24,12,20to40k,4,90,10,9,L11,2,77,23
5lig35yzazu,man,24,12,20to40k,4,90,10,10,G2,3,50,50
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,1,L2,3,50,50
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,2,G1,3,2,98
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,3,L5,2,60,40
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,4,G11,3,70,30
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,5,G2,3,50,50
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,6,L11,2,45,55
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,7,G5,3,60,40
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,8,L10,2,21,79
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,9,L1,3,40,60
5j1b35yzcf4,woman,39,14,20to40k,4,90,10,10,G9,3,53,47
utad35yztao,woman,37,16,80to100k,3,85,15,1,L2,2,42,58
utad35yztao,woman,37,16,80to100k,3,85,15,2,L11,2,65,35
utad35yztao,woman,37,16,80to100k,3,85,15,3,G5,0,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,4,L1,0,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,5,G2,3,27,73
utad35yztao,woman,37,16,80to100k,3,85,15,6,G11,1,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,7,L10,0,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,8,G1,0,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,9,G9,0,50,50
utad35yztao,woman,37,16,80to100k,3,85,15,10,L5,0,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,1,G1,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,2,G11,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,3,L10,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,4,G9,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,5,G5,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,6,L2,0,30,70
y02z35yzwas,woman,26,3,40to60K,4,100,0,7,L11,0,70,30
y02z35yzwas,woman,26,3,40to60K,4,100,0,8,L1,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,9,L5,4,50,50
y02z35yzwas,woman,26,3,40to60K,4,100,0,10,G2,0,30,70
aa5s35yz91l,man,48,12,<20k,4,90,10,1,L10,4,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,2,G1,3,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,3,L5,3,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,4,G9,3,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,5,L11,2,60,40
aa5s35yz91l,man,48,12,<20k,4,90,10,6,G2,4,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,7,L1,3,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,8,G5,4,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,9,G11,4,50,50
aa5s35yz91l,man,48,12,<20k,4,90,10,10,L2,4,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,1,G5,3,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,2,L10,3,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,3,G1,3,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,4,L2,4,5,95
5zza35yz9pc,man,53,16,>100k,4,96,4,5,L11,3,15,85
5zza35yz9pc,man,53,16,>100k,4,96,4,6,G11,3,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,7,L5,2,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,8,L1,3,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,9,G9,1,50,50
5zza35yz9pc,man,53,16,>100k,4,96,4,10,G2,3,10,90
ik5535yz79c,woman,32,13,<20k,4,65,35,1,G2,4,50,50
ik5535yz79c,woman,32,13,<20k,4,65,35,2,L5,2,50,50
ik5535yz79c,woman,32,13,<20k,4,65,35,3,G1,3,36,64
ik5535yz79c,woman,32,13,<20k,4,65,35,4,L10,2,45,55
ik5535yz79c,woman,32,13,<20k,4,65,35,5,L2,4,50,50
ik5535yz79c,woman,32,13,<20k,4,65,35,6,G11,1,39,61
ik5535yz79c,woman,32,13,<20k,4,65,35,7,L1,0,48,52
ik5535yz79c,woman,32,13,<20k,4,65,35,8,L11,0,31,69
ik5535yz79c,woman,32,13,<20k,4,65,35,9,G5,0,47,53
ik5535yz79c,woman,32,13,<20k,4,65,35,10,G9,2,44,56
2e0m35yzw0v,man,32,16,60to80k,3,95,5,1,G11,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,2,G9,3,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,3,G5,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,4,G2,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,5,L11,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,6,G1,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,7,L10,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,8,L2,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,9,L5,4,50,50
2e0m35yzw0v,man,32,16,60to80k,3,95,5,10,L1,4,50,50
5l7835yzf63,woman,28,16,20to40k,3,55,45,1,L5,2,43,57
5l7835yzf63,woman,28,16,20to40k,3,55,45,2,G1,4,50,50
5l7835yzf63,woman,28,16,20to40k,3,55,45,3,G2,4,81,19
5l7835yzf63,woman,28,16,20to40k,3,55,45,4,L10,2,48,52
5l7835yzf63,woman,28,16,20to40k,3,55,45,5,G9,2,37,63
5l7835yzf63,woman,28,16,20to40k,3,55,45,6,L11,3,92,8
5l7835yzf63,woman,28,16,20to40k,3,55,45,7,G5,3,64,36
5l7835yzf63,woman,28,16,20to40k,3,55,45,8,L2,4,3,97
5l7835yzf63,woman,28,16,20to40k,3,55,45,9,L1,4,50,50
5l7835yzf63,woman,28,16,20to40k,3,55,45,10,G11,4,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,1,L10,1,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,2,L1,2,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,3,L2,1,20,80
vm5g35yz7v8,man,39,13,60to80k,3,88,12,4,G11,3,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,5,G9,2,61,39
vm5g35yz7v8,man,39,13,60to80k,3,88,12,6,G5,2,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,7,G1,1,50,50
vm5g35yz7v8,man,39,13,60to80k,3,88,12,8,G2,1,20,80
vm5g35yz7v8,man,39,13,60to80k,3,88,12,9,L11,1,59,41
vm5g35yz7v8,man,39,13,60to80k,3,88,12,10,L5,2,50,50
tj8f35yzboj,man,38,12,<20k,3,80,20,1,L5,0,50,50
tj8f35yzboj,man,38,12,<20k,3,80,20,2,G2,2,30,70
tj8f35yzboj,man,38,12,<20k,3,80,20,3,G9,0,50,50
tj8f35yzboj,man,38,12,<20k,3,80,20,4,G1,0,10,90
tj8f35yzboj,man,38,12,<20k,3,80,20,5,L11,0,20,80
tj8f35yzboj,man,38,12,<20k,3,80,20,6,L10,0,20,80
tj8f35yzboj,man,38,12,<20k,3,80,20,7,L2,2,30,70
tj8f35yzboj,man,38,12,<20k,3,80,20,8,G11,0,50,50
tj8f35yzboj,man,38,12,<20k,3,80,20,9,G5,0,70,30
tj8f35yzboj,man,38,12,<20k,3,80,20,10,L1,0,10,90
7mrb35yzlkp,man,41,16,40to60K,3,90,10,1,L11,2,51,49
7mrb35yzlkp,man,41,16,40to60K,3,90,10,2,L5,3,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,3,G1,4,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,4,G2,4,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,5,L10,2,0,100
7mrb35yzlkp,man,41,16,40to60K,3,90,10,6,G5,3,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,7,G9,4,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,8,G11,2,50,50
7mrb35yzlkp,man,41,16,40to60K,3,90,10,9,L2,2,20,80
7mrb35yzlkp,man,41,16,40to60K,3,90,10,10,L1,3,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,1,L5,4,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,2,L1,3,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,3,L2,3,40,60
2hcr35yz7o6,man,26,15,20to40k,3,25,75,4,G11,3,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,5,G5,3,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,6,L10,0,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,7,G1,1,50,50
2hcr35yz7o6,man,26,15,20to40k,3,25,75,8,G9,1,50,50
